Estimate,Std. Error,df,t value,Pr(>|t|),Term,Parameter,Correction
57.53961802892079,13.14310531339627,8.05683588951475,4.377931748768142,0.002315682431017441,(Intercept),Vcmax,Tcorrect=TRUE (25C)
-9.617921767465258,17.302684840509354,13.999998983095582,-0.5558629690201378,0.5870787570715519,PopulationToolik,Vcmax,Tcorrect=TRUE (25C)
-6.880409774794751,17.30268484050936,13.999998983824032,-0.3976498351681359,0.6968853670020592,PopulationColdfoot,Vcmax,Tcorrect=TRUE (25C)
5.7528540236862105,17.30268484050936,13.999998984489,0.33248331554982286,0.7444503037249183,TreatmentNameDry,Vcmax,Tcorrect=TRUE (25C)
-3.3306764293358224,19.485030932336993,14.461530226596272,-0.17093513687003156,0.8666434069052508,TreatmentNameDeep,Vcmax,Tcorrect=TRUE (25C)
5.614583342742021,24.46969156691569,13.999998983245634,0.22945051544226383,0.8218370818887729,PopulationToolik:TreatmentNameDry,Vcmax,Tcorrect=TRUE (25C)
-3.800587751373323,24.469691566915696,13.999998983764462,-0.15531817150126717,0.8787876277392654,PopulationColdfoot:TreatmentNameDry,Vcmax,Tcorrect=TRUE (25C)
15.440530972478587,27.35794686603842,13.999998983038445,0.5643892448539747,0.5814194739635374,PopulationToolik:TreatmentNameDeep,Vcmax,Tcorrect=TRUE (25C)
-24.244525776832788,27.35794686603843,13.999998983458616,-0.8861968295921148,0.39048022027537277,PopulationColdfoot:TreatmentNameDeep,Vcmax,Tcorrect=TRUE (25C)
101.8168602652072,16.20158297886728,14.999999999542654,6.284377298071009,1.463558342782556e-5,(Intercept),Vcmax,Tcorrect=FALSE (~28C)
-28.35790984436645,22.912498380627184,14.9999999995436,-1.2376611826994577,0.2348656288270793,PopulationToolik,Vcmax,Tcorrect=FALSE (~28C)
-24.405929481751425,22.91249838062719,14.999999999543622,-1.0651797580654474,0.30364101969003154,PopulationColdfoot,Vcmax,Tcorrect=FALSE (~28C)
-15.274273331334724,22.91249838062718,14.999999999761148,-0.6666349988375482,0.5151290138921476,TreatmentNameDry,Vcmax,Tcorrect=FALSE (~28C)
-51.73397214612072,25.616951956718115,14.999999999673939,-2.0195209888174595,0.06167107642157514,TreatmentNameDeep,Vcmax,Tcorrect=FALSE (~28C)
17.14693899156397,32.40316595773453,14.999999999543581,0.5291748039043405,0.6044277306788896,PopulationToolik:TreatmentNameDry,Vcmax,Tcorrect=FALSE (~28C)
14.687220474725281,32.40316595773454,14.999999999761153,0.45326498323906794,0.6568458604691862,PopulationColdfoot:TreatmentNameDry,Vcmax,Tcorrect=FALSE (~28C)
44.31656308239296,36.227840883850746,14.999999999523743,1.2232736481446764,0.24009677904559537,PopulationToolik:TreatmentNameDeep,Vcmax,Tcorrect=FALSE (~28C)
0.5990179418560853,36.22784088385076,14.999999999523764,0.01653474033345191,0.9870257152689381,PopulationColdfoot:TreatmentNameDeep,Vcmax,Tcorrect=FALSE (~28C)
173.0716659334996,39.222744154323685,4.679496952304738,4.4125333314910655,0.008096443618277046,(Intercept),Jmax,Tcorrect=TRUE (25C)
-36.80104709444631,45.93074696416172,14.000000051400702,-0.8012290138272948,0.43638706241804315,PopulationToolik,Jmax,Tcorrect=TRUE (25C)
-16.610012686678612,45.930746964161735,14.000000050358645,-0.36163166907864275,0.7230269272065762,PopulationColdfoot,Jmax,Tcorrect=TRUE (25C)
13.749638060341603,45.93074696416171,14.000000051890352,0.2993558556987981,0.7690666068101775,TreatmentNameDry,Jmax,Tcorrect=TRUE (25C)
-23.49436038328047,51.95033422433833,14.255786376968938,-0.4522465684594873,0.6578966531812522,TreatmentNameDeep,Jmax,Tcorrect=TRUE (25C)
18.796667325044233,64.95588528664436,14.000000051599036,0.2893758932250136,0.776534886786596,PopulationToolik:TreatmentNameDry,Jmax,Tcorrect=TRUE (25C)
-3.9981527764161333,64.95588528664436,14.00000005131023,-0.06155181718750583,0.9517898455965325,PopulationColdfoot:TreatmentNameDry,Jmax,Tcorrect=TRUE (25C)
61.25913934307786,72.6228875198076,14.000000050805097,0.8435238729163678,0.4131164927006701,PopulationToolik:TreatmentNameDeep,Jmax,Tcorrect=TRUE (25C)
-62.31088328862876,72.6228875198076,14.000000050344049,-0.858006138514304,0.4053390300570444,PopulationColdfoot:TreatmentNameDeep,Jmax,Tcorrect=TRUE (25C)
209.58821726553896,44.235774160841146,6.639101421199421,4.737980090581818,0.0024381362203446328,(Intercept),Jmax,Tcorrect=FALSE (~28C)
-39.12289359351171,56.0193103813493,14.000000351012634,-0.6983822779535149,0.496375839582495,PopulationToolik,Jmax,Tcorrect=FALSE (~28C)
-26.153194413936742,56.01931038134929,14.000000353288076,-0.4668603421909317,0.6477822589343274,PopulationColdfoot,Jmax,Tcorrect=FALSE (~28C)
4.3593971821890936,56.01931038134929,14.000000353572078,0.07781954387714995,0.9390728794552046,TreatmentNameDry,Jmax,Tcorrect=FALSE (~28C)
-65.07768435670901,63.20997940757856,14.371589666137663,-1.029547627868813,0.32023893217543337,TreatmentNameDeep,Jmax,Tcorrect=FALSE (~28C)
15.185494846732416,79.2232684960921,14.000000353211352,0.19167973166218813,0.8507453487428831,PopulationToolik:TreatmentNameDry,Jmax,Tcorrect=FALSE (~28C)
3.1938128658676384,79.2232684960921,14.000000354861092,0.04031407598419373,0.9684120060188387,PopulationColdfoot:TreatmentNameDry,Jmax,Tcorrect=FALSE (~28C)
72.95844154178461,88.57430687848974,14.000000351398274,0.8236975722753588,0.42392188650062534,PopulationToolik:TreatmentNameDeep,Jmax,Tcorrect=FALSE (~28C)
-47.46513116586966,88.57430687848972,14.000000353486826,-0.5358792277198905,0.600452853280707,PopulationColdfoot:TreatmentNameDeep,Jmax,Tcorrect=FALSE (~28C)
